"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"u_FanucIoT:7";"Room-37";395451228;20;53;61;519;39;2197;54;46;"3";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-05-18"
"machineNewGenIoT_10";"Place/3";695226179;18;21;99;533;49;141;75;80;"5";"no";"no";"no";"STM";"no";"yes";"2019-02-01"
"machineIoT-16";"Room-38";748807551;41;13;35;1115;72;-556;88;22;"3";"yes";"yes";"yes";"STM32";"yes";"no";"2018-11-10"
"u_Fanuc#16";"Department_22";371568676;38;11;74;3044;89;-367;37;45;"5";"yes";"no";"no";"ESP8266";"no";"no";"2019-07-16"
"PLC_XDK_22";"Room.5";548206468;13;10;71;959;49;1647;92;29;"3";"no";"yes";"no";"STM";"yes";"no";"2020-09-14"
"CustomerXDK Bosch19";"Station23";675066779;45;52;54;3286;58;-2849;98;48;"5";"yes";"no";"no";"STM";"yes";"no";"2020-02-10"
"PLC_Fanuc.9";"Place#37";510546814;47;15;78;2617;40;-894;43;78;"5";"no";"no";"no";"ESP32";"no";"yes";"2019-03-26"
"machineSensXiom.3";"Station_22";588258718;3;43;84;3466;64;2542;79;60;"220";"yes";"no";"yes";"ESP32";"no";"no";"2018-11-30"
"CustomerXDK#19";"Place.28";162573824;14;4;74;8216;97;2074;48;81;"5";"yes";"yes";"no";"ESP8266";"yes";"yes";"2019-09-13"
"u_IoTSiemens-3";"Room:23";286642617;2;-1;49;1821;30;202;99;83;"220";"no";"no";"no";"ESP32";"no";"no";"2020-03-11"
"CustomerFestoR26710";"Place.22";221477233;5;21;90;9340;51;-1796;77;81;"5";"yes";"no";"no";"ESP32";"yes";"no";"2018-12-14"
"u_FestoR267.5";"Place23";86677249;22;33;68;7378;50;-1304;64;67;"5";"yes";"yes";"yes";"STM";"yes";"no";"2020-04-21"
"Iot_Bosch-9";"Place:4";216970123;31;14;35;4233;88;-1745;42;29;"3";"yes";"no";"no";"ESP32";"yes";"yes";"2019-06-25"
"PLCSensXiom:9";"Workshop-41";100324192;31;16;95;6970;42;-2158;92;47;"5";"yes";"yes";"no";"STM";"yes";"no";"2020-07-06"
"PLCFestoR26710";"Room21";431415528;41;17;38;7236;53;-2811;72;23;"220";"yes";"yes";"yes";"STM32";"yes";"no";"2019-08-25"
"PLCIoTSiemens_18";"Room10";633591851;45;-1;49;6136;68;-1129;52;92;"5";"yes";"yes";"yes";"STM";"yes";"yes";"2020-10-04"
"Iot_XDK Bosch:17";"Room_19";853306094;48;19;51;9963;96;-192;93;82;"3";"no";"yes";"no";"ESP8266";"yes";"yes";"2018-12-06"
"PLCOSISoftIoT-15";"Department/19";771107531;3;49;61;8979;41;1291;41;64;"5";"no";"no";"no";"STM32";"no";"no";"2020-02-05"
"CustomerFesto15";"Workshop-40";762358744;7;39;71;6484;59;1891;52;59;"220";"yes";"yes";"yes";"STM32";"yes";"yes";"2020-06-14"
"Iot_IoT-23";"Room26";894501634;25;54;35;9730;56;-2498;59;81;"3";"no";"no";"no";"STM32";"no";"no";"2020-07-05"
"CustomerIoT:9";"Station/11";307382449;14;26;66;7544;83;-338;32;34;"220";"yes";"yes";"no";"ESP32";"no";"no";"2020-05-01"
"PLCVersaIoT-7";"Place.8";824403355;5;10;61;8205;23;470;91;46;"3";"no";"yes";"no";"STM";"yes";"yes";"2019-03-06"
"machineFestoR267-13";"Room-5";65047747;39;24;25;855;94;-455;69;53;"3";"no";"yes";"yes";"ESP32";"yes";"no";"2019-07-31"
"PLC_SensXiom17";"Station3";874129046;4;19;25;456;17;2416;46;68;"5";"yes";"yes";"yes";"ESP32";"yes";"no";"2020-10-09"
"Iot_GPDI51.6";"Department#14";873563256;20;50;79;3424;25;2349;50;36;"3";"yes";"yes";"yes";"ESP32";"yes";"yes";"2020-08-05"
"machineXDK_10";"Workshop11";853819661;45;9;28;7336;48;1469;51;75;"3";"yes";"yes";"no";"ESP32";"yes";"yes";"2020-10-15"
"PLC_GPDI51-7";"Place-32";7252192;45;52;96;3768;41;-370;35;56;"5";"yes";"yes";"yes";"STM";"no";"no";"2018-12-26"
"u_CISS Bosch/14";"Workshop/38";168633440;10;40;39;7384;24;-618;53;25;"5";"no";"yes";"no";"STM";"yes";"yes";"2019-09-09"
"CustomerCISS Bosch4";"Department#18";333985837;13;44;60;6199;28;1989;28;93;"220";"no";"yes";"yes";"STM";"yes";"yes";"2018-12-07"
"u_SensXiom/18";"Room-34";39057170;29;45;50;1706;28;312;53;91;"5";"yes";"yes";"yes";"STM";"no";"yes";"2019-10-04"
"Iot_IoT:22";"Workshop_25";792446045;45;31;34;4703;49;-921;31;22;"3";"yes";"yes";"yes";"ESP32";"yes";"yes";"2019-07-29"
"u_FanucIoT19";"Place.42";214732220;47;4;68;212;55;1408;73;77;"220";"no";"no";"no";"STM";"no";"no";"2020-02-08"
"u_FestoR267:16";"Room/33";820265570;36;54;61;3500;35;-808;74;67;"3";"yes";"yes";"yes";"STM";"no";"no";"2020-09-26"
"machineIoT7";"Station#6";728503669;2;14;70;1022;47;-2682;56;84;"5";"no";"no";"no";"ESP32";"yes";"yes";"2020-02-20"
"Iot_CISS Bosch.13";"Department_42";669870945;49;8;40;1054;61;768;21;86;"5";"yes";"yes";"yes";"ESP32";"yes";"yes";"2020-06-05"
"Iot_Bosch:6";"Department_39";23178983;31;16;72;5547;28;-1715;43;31;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2019-05-13"
"CustomerCISS Bosch#8";"Department/17";441970390;14;47;57;6882;92;-2469;91;37;"3";"no";"yes";"yes";"ESP32";"no";"yes";"2020-04-01"
"PLCGPDI51_20";"Room:30";833660613;39;17;100;1160;91;2040;49;31;"5";"yes";"no";"no";"ESP8266";"no";"no";"2019-06-24"
"u_Bosch#12";"Department#15";174788708;41;52;42;6822;73;-2435;76;92;"5";"no";"yes";"yes";"ESP8266";"no";"yes";"2020-01-07"
"u_IoT:16";"Workshop/11";436752883;29;5;83;3841;90;-2060;66;69;"3";"no";"no";"yes";"ESP8266";"no";"no";"2020-08-16"
"u_Siemens-18";"Room38";826587771;10;24;69;1666;52;2208;27;65;"3";"yes";"yes";"yes";"STM32";"yes";"yes";"2020-07-12"
"PLC_Bosch7";"Station:30";755995780;26;25;89;1742;91;-1655;57;57;"3";"no";"no";"yes";"STM32";"yes";"no";"2019-10-14"
"CustomerCNC:10";"Room/24";684584628;43;26;54;3699;91;-1627;54;62;"3";"yes";"no";"yes";"STM";"yes";"no";"2019-09-12"
"PLCOSISoftIoT_1";"Workshop/22";360467237;26;6;73;5371;22;519;63;78;"5";"yes";"yes";"no";"STM";"yes";"yes";"2019-03-16"
"machineOSISoftIoT6";"Station:25";248756085;43;19;57;2206;89;1264;69;76;"220";"no";"no";"no";"STM32";"no";"yes";"2018-11-19"
"Iot_SensXiom#23";"Workshop27";67917032;40;27;51;5595;90;928;74;92;"5";"yes";"yes";"yes";"STM32";"yes";"no";"2019-10-14"
"PLCFesto.1";"Workshop:37";326308063;9;54;68;2999;47;-222;95;39;"5";"yes";"yes";"yes";"ESP8266";"yes";"yes";"2020-07-11"
"u_XDK2";"Room:28";195871757;31;4;32;5308;28;-656;97;92;"220";"yes";"no";"yes";"STM32";"yes";"no";"2019-05-20"
"PLCOSISoftIoT:2";"Station_2";627139214;26;45;94;7607;47;1591;73;69;"3";"yes";"no";"yes";"STM32";"no";"yes";"2019-03-23"
"PLC_Fanuc_4";"Room#23";227504448;13;30;48;912;88;1642;93;80;"3";"yes";"yes";"no";"ESP8266";"yes";"yes";"2019-08-24"
"Iot_3";"Room-5";106570564;41;23;87;1756;68;-2019;51;83;"3";"yes";"yes";"yes";"ESP32";"no";"no";"2018-12-15"
"u_3";"Room.41";7051405;2;47;67;4152;77;-1725;49;74;"3";"yes";"yes";"no";"STM";"no";"yes";"2019-07-31"
"PLC_XDK_5";"Workshop20";182135524;45;52;31;8263;96;617;26;26;"5";"no";"no";"yes";"STM";"no";"no";"2019-01-09"
"PLCSiemens23";"Station.21";632778086;28;14;82;9810;39;605;18;47;"220";"yes";"no";"no";"STM32";"yes";"yes";"2019-01-30"
"PLC_.9";"Workshop14";580239419;39;1;47;3406;62;2614;34;79;"3";"yes";"yes";"yes";"ESP8266";"no";"no";"2018-11-16"
"Iot_XDK Bosch/19";"Department-26";295326122;10;21;49;1371;61;-67;91;30;"220";"no";"yes";"no";"ESP8266";"yes";"no";"2019-07-26"
"CustomerNewGenIoT/3";"Room21";113180305;11;31;83;1653;48;-418;58;91;"220";"yes";"no";"no";"STM";"yes";"no";"2018-11-12"
"CustomerFanuc:20";"Room_6";544525563;46;10;72;6990;70;1674;89;100;"5";"yes";"yes";"no";"ESP8266";"no";"yes";"2019-03-13"
"machineFesto-11";"Station/18";434250886;42;21;80;4962;81;-387;25;94;"5";"no";"no";"yes";"STM32";"no";"no";"2019-09-05"
"PLC_FanucIoT_20";"Station40";428450677;25;51;53;5044;56;2604;83;36;"3";"no";"yes";"no";"STM32";"yes";"no";"2020-02-17"
"PLC_XDK.20";"Room/27";358952998;44;0;74;8019;87;405;71;77;"5";"no";"no";"yes";"STM";"yes";"yes";"2020-04-15"
"u_GPDI51_5";"Room-40";19998320;12;13;69;7363;22;-753;22;85;"5";"no";"no";"no";"STM";"yes";"no";"2020-03-17"
"u_IIoT:3";"Place/7";604355667;30;30;36;2631;94;2788;100;30;"3";"no";"yes";"yes";"ESP8266";"yes";"yes";"2020-09-22"
"PLCGPDI51-14";"Department:11";132220768;4;28;72;3790;73;-2947;75;48;"5";"yes";"no";"no";"STM32";"no";"yes";"2018-11-06"
"machineIoTSiemens.6";"Workshop21";377842738;22;38;32;6175;59;-2504;89;51;"5";"yes";"no";"yes";"ESP8266";"yes";"no";"2019-07-04"
"CustomerCISS Bosch/19";"Place-10";709720735;39;34;94;2970;30;1440;78;61;"5";"no";"yes";"no";"STM";"yes";"no";"2019-10-16"
"Iot_Fanuc6";"Workshop17";812869663;29;44;68;3795;92;-2087;42;87;"3";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-07-02"
"PLCFesto:8";"Room:24";516751009;43;33;84;2765;22;-123;19;96;"220";"no";"yes";"no";"ESP8266";"no";"no";"2019-12-31"
"PLC_Fanuc/13";"Station/26";884812953;46;19;39;5431;93;2761;37;29;"3";"no";"no";"yes";"ESP8266";"no";"no";"2020-05-28"
"PLC_XDK:11";"Workshop_19";219772968;27;34;35;9347;77;-491;28;82;"3";"no";"yes";"yes";"ESP32";"no";"no";"2020-09-03"
"CustomerSiemens#22";"Department#42";220036497;24;38;25;429;36;-338;50;91;"5";"no";"yes";"yes";"ESP8266";"no";"yes";"2020-04-18"
"CustomerIoTSiemens:23";"Department/3";820286425;28;13;31;6968;19;1707;40;23;"5";"yes";"no";"yes";"STM32";"yes";"no";"2019-11-16"
"Iot_NewGenIoT#1";"Workshop7";332747582;23;12;94;9465;44;594;61;92;"3";"no";"no";"yes";"ESP8266";"yes";"yes";"2019-11-01"
"machineIoT5";"Room_22";614113202;30;4;43;135;97;-3093;66;92;"3";"yes";"yes";"yes";"ESP32";"yes";"no";"2018-12-28"
"u_SensXiom#16";"Place#27";41325294;25;7;38;4392;26;-13;26;20;"3";"no";"no";"no";"ESP32";"no";"yes";"2020-08-23"
"Iot_Fanuc.5";"Place#25";393384062;45;9;37;3733;19;1232;27;65;"5";"yes";"no";"yes";"ESP8266";"yes";"yes";"2018-12-06"
"u_CNC-2";"Station.42";261676932;35;34;60;6009;68;-2963;92;56;"220";"yes";"yes";"no";"ESP8266";"yes";"no";"2019-12-17"
"machineIIoT/20";"Room-6";214814805;18;14;50;8245;74;2199;24;98;"220";"yes";"no";"no";"ESP8266";"no";"no";"2020-08-26"
"CustomerSiemens/18";"Station_16";67210909;24;13;80;7270;66;2744;51;17;"3";"yes";"yes";"no";"STM32";"yes";"yes";"2019-09-04"
"machineSensXiom.18";"Room.17";867142407;27;15;68;2137;45;-2797;64;75;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2020-07-02"
"u_XDK Bosch#17";"Department_25";176188366;12;30;77;7936;18;-1193;33;99;"3";"no";"no";"no";"ESP8266";"no";"yes";"2020-06-26"
"Iot_Bosch15";"Station/36";295621944;7;48;92;428;79;654;97;28;"5";"no";"no";"yes";"ESP32";"no";"no";"2020-08-23"
"PLCOSISoftIoT10";"Workshop25";538742758;22;-1;92;8677;20;2996;50;57;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2020-10-14"
"Iot_Fanuc4";"Station_31";210607315;14;53;32;4987;73;-1327;63;25;"3";"yes";"yes";"no";"STM32";"no";"yes";"2019-05-18"
"CustomerXDK-11";"Station#38";895583386;37;49;25;4229;56;-1310;49;46;"5";"no";"yes";"yes";"STM32";"yes";"no";"2018-11-17"
"PLCNewGenIoT9";"Station15";41689908;26;53;28;5773;20;346;46;24;"3";"yes";"no";"yes";"STM";"yes";"yes";"2020-03-13"
"machineFanucIoT_12";"Station:35";374464717;10;10;64;9942;88;-1982;45;24;"3";"yes";"no";"yes";"STM32";"yes";"yes";"2019-12-01"
"PLCIoT/1";"Station/11";525512617;39;2;36;3688;77;94;35;99;"5";"yes";"no";"no";"STM";"no";"yes";"2019-01-09"
"PLCVersaIoT:22";"Workshop7";214532090;26;6;47;157;38;3027;62;98;"220";"no";"yes";"no";"STM";"yes";"no";"2020-08-06"
"PLCBosch/18";"Workshop33";859485826;26;35;28;8104;75;-1220;91;42;"5";"no";"yes";"yes";"ESP32";"yes";"yes";"2020-07-30"
"PLCFesto_3";"Room28";611235982;41;40;83;2130;50;1988;60;79;"3";"yes";"yes";"yes";"STM";"no";"yes";"2018-12-28"
"machine-4";"Place.6";587695149;18;11;66;2431;84;-1900;84;52;"3";"no";"no";"yes";"STM32";"yes";"no";"2019-07-13"
"PLC_XDK Bosch:16";"Station/13";593884853;32;-2;98;8416;68;-440;81;32;"5";"no";"no";"no";"STM";"no";"no";"2019-08-01"
"CustomerCNC7";"Station:8";179085299;14;49;78;1545;90;-1818;39;72;"5";"no";"yes";"no";"STM32";"no";"no";"2019-01-11"
"u_OSISoftIoT:20";"Station_35";251627811;4;19;44;9821;66;-2658;72;97;"5";"yes";"no";"no";"STM32";"yes";"yes";"2019-10-28"
"Iot_IoT/20";"Workshop:6";235011918;40;51;31;9637;88;-809;45;45;"3";"no";"no";"yes";"ESP8266";"yes";"no";"2018-11-21"
"u_Siemens.20";"Place16";44307038;16;21;27;343;77;-316;20;74;"220";"yes";"yes";"no";"ESP32";"yes";"no";"2019-02-23"
"PLCBosch3";"Room_21";492408347;25;26;81;6403;35;-2920;82;89;"3";"yes";"yes";"yes";"STM32";"no";"no";"2020-10-02"
"machineOSISoftIoT:9";"Room/4";538157289;13;10;44;7206;82;2566;48;67;"3";"yes";"yes";"yes";"STM";"yes";"yes";"2019-12-02"
"u_Bosch13";"Department.19";672191773;33;5;27;5342;65;-2212;97;41;"5";"no";"no";"no";"STM";"yes";"yes";"2020-02-24"
"u_IoT:2";"Place.28";136924215;46;4;98;2802;17;541;69;59;"220";"no";"yes";"yes";"STM32";"yes";"yes";"2020-07-13"
"CustomerOSISoftIoT#4";"Place10";719342192;15;40;30;6123;86;-2162;67;27;"3";"yes";"no";"no";"ESP8266";"yes";"no";"2019-06-06"
"PLC#15";"Room.17";452434864;49;35;41;4883;45;2555;92;63;"220";"yes";"yes";"yes";"ESP32";"yes";"yes";"2018-11-24"
"u_CISS Bosch13";"Station/35";365846264;32;37;96;2276;82;2157;55;31;"3";"no";"yes";"yes";"STM32";"no";"yes";"2018-10-27"
"Iot_GPDI51:6";"Workshop/26";699601738;30;3;61;374;57;-1087;77;75;"3";"yes";"yes";"yes";"ESP32";"no";"no";"2019-08-15"
"PLC_Fanuc10";"Station22";122360311;7;15;90;9659;31;1647;89;36;"5";"yes";"no";"no";"STM32";"yes";"no";"2019-07-16"
"machineIIoT/8";"Department#28";727977774;28;45;90;5493;38;-2488;40;30;"220";"yes";"no";"no";"STM32";"yes";"yes";"2019-02-25"
"u_CNC/2";"Place_39";644329049;15;45;87;4210;44;-1275;87;84;"5";"no";"no";"yes";"ESP32";"no";"yes";"2019-12-26"
"machineCISS Bosch.11";"Department/30";753428745;32;28;99;4626;56;-613;24;89;"220";"no";"yes";"yes";"ESP8266";"no";"yes";"2020-04-19"
"Iot_FanucIoT13";"Workshop.15";677245787;20;46;39;2511;46;-2609;26;87;"5";"yes";"yes";"no";"ESP32";"yes";"no";"2019-02-18"
"Iot_VersaIoT_22";"Place:28";9160542;37;13;83;3703;55;878;85;85;"3";"no";"no";"yes";"STM32";"no";"no";"2019-02-28"
"PLCNewGenIoT_8";"Workshop10";304642064;18;25;53;1360;90;1344;27;93;"5";"no";"yes";"no";"ESP8266";"yes";"yes";"2019-03-11"
"PLC_OSISoftIoT18";"Place:24";605089770;8;23;64;2664;62;-2762;100;74;"220";"no";"yes";"yes";"ESP32";"yes";"no";"2020-06-23"
"machineSiemens-23";"Place_6";123285979;45;39;100;5735;18;2313;56;59;"3";"no";"yes";"no";"ESP32";"yes";"yes";"2020-10-11"
"machine19";"Place:34";234760028;37;3;93;2705;72;-2878;22;40;"220";"no";"no";"yes";"STM32";"no";"no";"2019-02-27"
"PLCIoT#2";"Department/25";287634403;2;20;56;3218;87;-2945;40;72;"220";"no";"yes";"no";"STM32";"yes";"yes";"2020-03-07"
"machineSensXiom.1";"Department-36";253949362;34;50;93;3526;84;-1228;69;43;"5";"yes";"yes";"yes";"STM";"no";"yes";"2020-04-07"
"Iot_XDK Bosch5";"Workshop2";793594769;25;42;45;3140;17;-349;40;90;"5";"yes";"yes";"no";"ESP32";"no";"no";"2019-05-03"
"CustomerFestoR267_3";"Room:9";344387377;39;11;35;1261;51;1247;92;79;"5";"no";"no";"yes";"ESP8266";"no";"no";"2020-10-28"
"CustomerVersaIoT19";"Workshop#16";733944962;23;48;91;4317;39;-2037;62;40;"3";"yes";"yes";"no";"STM32";"yes";"no";"2020-09-08"
"Iot_OSISoftIoT/18";"Station-36";212909311;9;1;29;4863;65;-2557;85;89;"3";"no";"no";"yes";"STM32";"yes";"no";"2020-10-21"
"Iot_Bosch:18";"Place-29";758938892;49;22;43;5398;33;-1353;82;61;"3";"no";"no";"no";"ESP32";"yes";"no";"2020-02-24"
"PLCOSISoftIoT17";"Station-41";399443769;5;22;49;9852;98;2352;27;76;"220";"yes";"no";"no";"STM32";"no";"no";"2019-07-08"
"Iot_IoT.22";"Workshop/34";216041795;48;20;27;2950;79;473;27;35;"3";"yes";"yes";"yes";"STM";"no";"no";"2018-11-14"
"PLC_Festo:9";"Department.23";350637883;49;3;66;421;70;2873;76;43;"220";"no";"yes";"yes";"STM32";"yes";"no";"2019-11-06"
"u_XDK Bosch_2";"Room_11";632759260;12;30;44;1494;25;83;36;53;"3";"no";"no";"no";"ESP32";"yes";"yes";"2020-09-15"
"machineOSISoftIoT13";"Department#38";694529230;41;34;64;8965;35;-317;30;70;"3";"yes";"no";"no";"STM32";"no";"no";"2020-02-25"
"Iot_SensXiom6";"Room42";260203297;47;52;58;6875;35;1949;78;57;"3";"no";"no";"yes";"ESP32";"no";"no";"2020-04-05"
"u_IoTSiemens:6";"Station/23";882901756;11;17;67;3011;95;-2054;69;77;"5";"no";"yes";"yes";"ESP8266";"no";"yes";"2019-09-01"
"PLC_Festo_21";"Department/30";83889778;18;34;100;6274;28;-1384;79;31;"5";"no";"yes";"yes";"ESP8266";"yes";"no";"2018-11-30"
"u_SensXiom:7";"Place#15";423428567;5;52;43;3788;55;11;91;56;"5";"no";"yes";"no";"ESP32";"no";"yes";"2019-04-20"
"u_GPDI51#10";"Station#17";727213071;31;11;96;2117;31;-2532;53;82;"3";"yes";"yes";"no";"STM32";"yes";"no";"2019-05-01"
"machineXDK Bosch20";"Department-19";650134272;43;-2;41;8058;17;1263;31;94;"5";"no";"yes";"no";"ESP32";"no";"yes";"2020-03-03"
"CustomerFestoR267_15";"Workshop.31";458887228;23;27;45;9204;96;1606;28;71;"3";"yes";"no";"yes";"ESP8266";"yes";"no";"2019-06-02"
"machineNewGenIoT/9";"Place35";646637166;14;17;56;9583;70;872;81;50;"3";"yes";"yes";"yes";"STM";"yes";"yes";"2019-07-09"
"Iot_OSISoftIoT.7";"Room20";795836671;34;36;91;786;28;2835;20;17;"5";"yes";"yes";"yes";"ESP32";"no";"no";"2019-03-08"
"machineBosch.17";"Room-36";788423257;37;25;95;4638;44;-658;92;61;"3";"no";"yes";"yes";"ESP8266";"yes";"no";"2019-04-30"
"CustomerOSISoftIoT.23";"Workshop.33";806243414;32;2;55;6021;82;1663;59;60;"3";"yes";"yes";"no";"ESP32";"no";"no";"2019-07-27"
"Iot_CNC7";"Place/25";785579671;5;14;34;5221;94;761;87;75;"3";"yes";"no";"no";"STM32";"yes";"yes";"2019-04-20"
"PLCXDK Bosch:7";"Room#24";819551419;4;18;73;1484;59;-197;26;29;"5";"yes";"no";"no";"STM";"yes";"yes";"2019-03-03"
"Iot_CISS Bosch-1";"Workshop:2";654930799;4;3;98;5870;93;1859;93;24;"5";"yes";"yes";"yes";"ESP8266";"no";"yes";"2020-09-08"
"PLCXDK-5";"Station#4";551731506;17;51;43;758;75;-1935;39;71;"3";"no";"no";"yes";"STM32";"yes";"no";"2019-09-18"
"PLC_CNC:3";"Station_4";557697836;25;7;25;6712;47;-1863;88;58;"5";"yes";"no";"yes";"STM";"yes";"yes";"2019-10-21"
"PLCFestoR267_23";"Workshop.3";414838229;38;32;84;7630;24;584;29;46;"220";"yes";"no";"yes";"STM32";"no";"yes";"2019-08-05"
"CustomerSensXiom_15";"Room#19";301895416;48;40;57;9700;90;-3076;77;89;"5";"yes";"no";"yes";"ESP8266";"yes";"yes";"2020-09-06"
"Iot_SensXiom16";"Workshop.30";308523716;42;25;45;3543;68;-986;89;24;"3";"no";"no";"yes";"ESP32";"no";"yes";"2020-01-09"
"Iot_SensXiom:2";"Department.28";886672753;10;51;76;5921;74;916;93;72;"3";"no";"no";"yes";"ESP8266";"yes";"no";"2019-02-11"
"PLC_IIoT/6";"Workshop29";707981592;18;26;36;1188;44;70;68;77;"5";"no";"yes";"no";"STM";"yes";"no";"2019-08-23"
"Iot_SensXiom_3";"Department_5";431540538;40;50;72;8026;79;409;75;43;"3";"no";"yes";"yes";"STM32";"no";"no";"2020-01-08"
"Iot_IIoT7";"Room:24";791203169;32;49;41;9130;22;1870;37;21;"5";"yes";"yes";"no";"STM";"yes";"no";"2020-06-16"
"PLC_GPDI5122";"Department22";556205235;3;3;69;6172;53;-2177;84;47;"3";"yes";"no";"yes";"ESP8266";"no";"no";"2018-11-06"
"PLC_FanucIoT-9";"Room21";804037444;20;50;99;5680;17;601;18;92;"3";"yes";"no";"no";"ESP8266";"yes";"no";"2019-03-01"
"PLCFesto:20";"Place17";258780262;36;22;80;1381;65;-2433;26;20;"5";"no";"yes";"no";"ESP32";"yes";"no";"2020-10-18"
"CustomerFanuc9";"Station#7";710884227;25;48;98;4790;59;2039;50;34;"5";"no";"no";"no";"ESP8266";"yes";"yes";"2020-01-23"
"PLC_Bosch_6";"Station#29";423811022;11;31;50;7951;39;-1175;51;92;"5";"yes";"no";"no";"STM32";"yes";"yes";"2018-10-31"
"machineIIoT.14";"Room-20";799256670;38;16;29;5674;61;252;41;75;"5";"yes";"yes";"no";"ESP32";"no";"yes";"2020-04-12"
"Iot_.12";"Place:28";339015645;11;54;81;4573;96;2563;88;72;"5";"yes";"no";"no";"ESP32";"yes";"yes";"2019-08-25"
"Iot_Bosch:14";"Department36";139461556;10;47;94;5914;85;-1638;30;20;"220";"yes";"yes";"yes";"ESP8266";"no";"no";"2020-05-07"
"CustomerIoT11";"Room_26";133638629;40;54;53;5942;45;-1332;85;58;"3";"yes";"yes";"yes";"STM";"no";"yes";"2020-07-10"
"machineVersaIoT#3";"Room#37";322040128;22;18;43;9101;89;455;75;31;"5";"no";"yes";"yes";"STM";"yes";"no";"2019-03-09"
"Iot_NewGenIoT/22";"Workshop-16";192521879;17;38;71;8188;66;2512;45;84;"3";"yes";"yes";"yes";"STM";"no";"no";"2019-02-19"
"machineIIoT/22";"Department24";74377906;29;8;50;7105;66;-1865;20;77;"5";"yes";"no";"yes";"STM32";"yes";"yes";"2018-11-11"
"machineGPDI51.14";"Room-34";815767148;46;12;52;9518;44;2985;85;77;"3";"yes";"yes";"yes";"STM32";"no";"no";"2018-11-15"
"CustomerFestoR267:6";"Department#4";610383278;8;0;32;9313;19;1549;19;95;"5";"yes";"no";"yes";"ESP32";"no";"yes";"2020-07-28"
"Iot_Festo_23";"Department7";67674955;12;21;32;5516;37;-1738;45;21;"5";"yes";"no";"no";"ESP32";"no";"yes";"2019-07-05"
"machineIoTSiemens_4";"Station23";879963143;16;13;85;4142;40;-504;94;32;"5";"yes";"no";"yes";"ESP8266";"no";"yes";"2019-11-27"
"PLCXDK Bosch/7";"Station#16";529161876;22;13;34;1716;66;2122;69;43;"5";"no";"no";"yes";"ESP32";"no";"no";"2018-10-29"
"u_VersaIoT:12";"Station27";322166080;47;23;72;9490;30;-2176;34;46;"3";"yes";"yes";"no";"STM32";"yes";"no";"2018-11-25"
"PLC_CISS Bosch13";"Room_41";347026395;30;21;51;3955;24;-295;43;61;"3";"yes";"no";"no";"ESP32";"no";"yes";"2018-12-02"
"machineFanucIoT:12";"Department#30";747568201;32;47;91;6105;27;1038;54;31;"3";"no";"no";"no";"ESP8266";"no";"no";"2020-06-21"
"machineSensXiom:22";"Place35";220950907;37;38;56;7643;19;551;97;32;"220";"yes";"yes";"no";"STM32";"yes";"no";"2020-10-14"
"CustomerXDK7";"Workshop/15";330298624;4;44;79;4224;31;-1487;51;94;"3";"no";"yes";"yes";"ESP32";"no";"yes";"2019-01-21"
"CustomerSensXiom.10";"Station:38";377917422;10;17;35;3907;99;-2536;93;45;"5";"yes";"yes";"no";"ESP8266";"yes";"yes";"2020-01-15"
"PLC_OSISoftIoT18";"Station:41";369611616;46;35;81;7780;19;-2277;35;48;"3";"yes";"yes";"no";"ESP8266";"no";"no";"2020-02-13"
"CustomerSensXiom7";"Room/40";65725069;17;45;37;6993;21;2742;91;76;"3";"yes";"yes";"no";"ESP8266";"no";"no";"2019-02-18"
"CustomerXDK Bosch:7";"Room_10";129945141;2;45;49;8877;44;-1228;88;82;"220";"no";"yes";"yes";"STM";"yes";"yes";"2020-06-22"
"u_CNC-8";"Station12";184316578;49;16;60;8060;45;17;26;23;"3";"no";"yes";"yes";"STM";"no";"no";"2019-02-22"
"PLCFanucIoT_1";"Workshop.6";415640893;4;0;60;9713;99;427;56;88;"5";"yes";"yes";"no";"STM";"yes";"no";"2020-04-02"
"CustomerXDK-3";"Station/5";756401922;11;33;50;874;78;-1183;49;33;"5";"yes";"no";"yes";"ESP32";"yes";"yes";"2020-06-29"
"PLC_XDK/22";"Workshop_5";736353612;47;33;36;5818;50;2388;28;63;"5";"yes";"no";"no";"STM";"yes";"yes";"2019-08-18"
"Iot_CNC:20";"Room#22";294952070;18;21;75;9491;99;-717;28;30;"3";"yes";"no";"no";"STM";"yes";"no";"2020-06-29"
"PLCCNC.23";"Workshop:22";797674312;44;37;50;5988;38;-348;98;72;"5";"yes";"no";"yes";"STM32";"yes";"no";"2018-11-16"
"CustomerCISS Bosch23";"Workshop13";122549573;10;41;81;9749;100;-361;83;32;"5";"yes";"yes";"no";"ESP32";"no";"yes";"2019-09-17"
"Iot_XDK Bosch:9";"Department-25";553616342;15;28;100;5151;88;1166;66;49;"5";"no";"no";"no";"STM32";"yes";"yes";"2019-09-30"
