"Customer";"Location";"All Time Work";"Number of sensors";"TempSen";"HumpSen";"LightSen";"AcousticsSen";"AccSen";"GyrSen";"MagSen";"Power";"Wi-Fi";"BT";"JTAG";"Board";"iOSapp";"AndroidApp";"DataGetParammetrs"
"CustomerFanuc:20";"";399748300;27;23;99;9322;100;2939;76;40;"5";"";"N/I";"-";"ЕSP8266";"N/I";"yes";"2020-03-22"
"machineCISS Bosch/9";"Workshop/29";70776866;39;44;41;6718;75;-1679;81;63;"3";"Да";"нет";"yes";"ESP8266";"нет";"0";"2018-01-18"
"PLCFanucIoT:10";"Department_21";487841686;10;20;75;1976;62;1538;37;96;"5";"ЂСЏР¶Рµ";"NO;";"0";",";" ";"NO;";"2019-06-01"
"CustomerFestoR26722";"Department/29";571265320;29;7;72;1721;88;-1736;37;92;"5";"";"нет";"yes";"STM";"No Information";"1";"2018-03-10"
"PLCXDK Bosch:2";"Department26";58553501;20;5;64;8374;52;-2552;42;72;"3";"";"--";"нет";"ESP32";"No Information";" ";"2020-07-23"
"PLC_Bosch.1";"";455488055;33;41;58;2432;32;-2610;80;64;"5";"NO";"No information";"No information";"ЕSP8266";"апр";"да";"2020-04-27"
"Iot_Festo/12";"Place#22";492508177;20;19;67;1030;64;-365;27;89;"3";"";"yes";"yes";"ESP8266";"Нет";" ";"2019-07-18"
"CustomerCISS Bosch/19";"Place-10";579412701;12;3;95;7935;61;-1820;67;97;"3";"";"NO";"ЂСЏР¶Рµ";"STM32";"no";"-";"2019-03-30"
"PLCCISS Bosch.15";"Room.39";817802665;5;47;55;6882;19;2547;99;88;"3";"да";"N/I";"No Information";"STM32";"No Information";"+";"2018-10-24"
"machineNewGenIoT6";"Station#3";389419989;1;22;29;6094;78;1929;95;42;"5";"0";"0";"апр";"ESP ";"no";" ";"2019-12-23"
"PLC_CNC-9";"";382325389;19;33;43;5174;57;594;36;51;"5";"N/I";"YES";" ";"ESP32";"Нет";"No Information";"2019-10-04"
"PLC_NewGenIoT.4";"Department.23";891839586;35;18;35;6007;59;3079;95;64;"5";"";"NO;";"yes";"STM";" ";"NO;";"2017-12-26"
"machineGPDI51_15";"";795678911;22;46;59;9301;98;237;21;71;"3";"";"да";"-";"ESP8266";"-";"Да";"2019-11-11"
"PLC_Fanuc:8";"Department8";358565340;2;22;30;1582;56;-197;48;86;"220";"";" ";"0";"ESP8266";"no";"No information";"2020-06-16"
"Iot_XDK Bosch#9";"Station_19";614141202;30;4;43;135;97;-3093;67;92;"3";"yes";"апр";"да";"ESP32";"YES";"-";"2018-04-03"
"PLCIoTSiemens5";"";109781763;17;44;34;6259;26;2923;21;29;"3";"";" ";"no";"STM32";"Да";"
";"2018-12-18"
"u_XDK.22";"";239112965;2;30;35;6287;39;-2772;86;93;"5";"no";"-";"-";"ESP32";"no";"no";"2019-12-24"
"PLC_FanucIoT.18";"";632249526;20;34;52;3962;74;-2514;36;64;"3";"+";"no";"NO;";"ESP32";"no info";"No Information";"2019-11-27"
"machineFanuc15";"Station38";442466065;31;0;62;5326;21;3036;62;70;"220";"no";"--";"No information";"ESP32";"1";"No Information";"2020-02-29"
"PLCSensXiom/23";"Room22";659760620;8;6;91;6879;81;274;31;44;"3";"NO";"Да";"no info";"STM32";"N/I";"+";"2020-07-24"
"Iot_IoTSiemens_8";"";549419223;6;42;66;1552;98;2402;96;35;"5";"нет";"1";"Нет";"STM";"1";"-";"2019-07-01"
"u_VersaIoT/21";"Department2";871207376;42;19;75;5131;64;2060;32;79;"5";"апр";"ЂСЏР¶Рµ";"yes";",";"Да";"No Information";"2019-10-31"
"CustomerVersaIoT16";"Workshop-10";264322040;45;7;57;5851;66;1310;80;55;"5";"NO";"no";"Нет";";";"yes";"ЂСЏР¶Рµ";"2018-12-13"
"machineIoTSiemens3";"Workshop_35";742418712;42;10;52;9577;20;-2324;21;35;"5";"no info";"+";"NO";"STM32";"1";"yes";"2018-08-04"
"machineBosch-10";"Workshop/7";124285722;21;-3;68;9545;89;-3099;50;56;"5";"";"+";"-";"ESP8266";"N/I";"ЂСЏР¶Рµ";"2018-10-18"
"CustomerIIoT/21";"";12228217;14;-1;75;9832;20;2233;62;20;"5";"No information";"no";"Да";"ESP32";" ";"Да";"2020-02-14"
"Iot_Fanuc:1";"";399184098;6;38;57;8697;61;-1823;44;56;"220";"Да";"yes";"--";"ESP ";"no";"NO";"2019-05-15"
"CustomerFanucIoT/9";"Workshop7";641684084;6;43;36;3688;77;94;36;99;"5";"yes";"ЂСЏР¶Рµ";"1";"STM";"N/I";"NO;";"2018-07-01"
"Iot_VersaIoT:22";"Workshop7";860017756;12;-3;46;5880;98;1643;77;83;"5";"";"Да";"YES";",";"no";"0";"2019-02-08"
"PLC_NewGenIoT16";"";495382904;22;43;53;2419;87;2861;44;46;"3";"";"yes";"+";""""",";"N/I";"да";"2020-05-29"
"Iot_SensXiom-9";"";839621403;47;-1;39;621;51;2392;65;90;"5";"1";"No information";"no info";"ESP32";"Да";"No Information";"2018-06-07"
"u_IoTSiemens_17";"";96095947;30;49;36;5992;87;-2732;51;80;"3";"N/I";"yes";"да";";";"0";" ";"2019-10-06"
"PLC_Bosch16";"Workshop:21";736151128;28;14;25;2756;75;-1320;18;55;"3";"-";"yes";"да";"STM";"-";"N/I";"2018-02-10"
"PLCIoTSiemens19";"Workshop22";670965741;43;4;45;8722;46;-2618;63;36;"220";"0";"
";"N/I";"ESP8266";"N/I";"NO";"2018-02-10"
"PLCFanuc-9";"";235039918;40;48;31;9637;88;-809;46;45;"3";"";"нет";"No information";";";"No Information";"--";"2019-11-08"
"machineFanucIoT.2";"";16956038;31;18;28;7401;94;-2071;43;55;"5";"";"нет";"апр";""""",";"yes";"+";"2019-06-29"
"u_IIoT13";"";709383934;33;41;97;2095;84;-2124;92;27;"220";"";"нет";"
";""""",";"NO;";"Да";"2020-03-24"
"Iot_SensXiom#18";"Department:19";45753746;33;9;51;2555;72;1114;49;67;"3";"yes";"no";"+";"ESP32";"Да";"yes";"2019-07-25"
"u_Bosch13";"";813619841;2;17;73;1862;97;-1536;70;61;"5";"";"апр";"ЂСЏР¶Рµ";"STM";"-";"No Information";"2020-03-08"
"machineXDK Bosch_7";"";477299637;27;49;67;8366;57;1450;34;95;"3";"";"no";"no";";";" ";"no";"2018-03-19"
"u_CISS Bosch_22";"";90962998;8;41;30;4566;92;926;83;90;"3";"Нет";"yes";" ";""""",";"1";"Да";"2018-12-13"
"u_FanucIoT/20";"Place:16";390795239;39;35;53;1763;30;-1510;29;40;"5";"";"0";"
";";";" ";"YES";"2019-11-15"
"Iot_OSISoftIoT_17";"Room-22";60764804;35;40;29;7372;64;1611;43;91;"3";"-";"0";"
";""""",";"no";"+";"2018-10-18"
"Iot_CISS Bosch#8";"";638592671;4;45;39;4170;63;-72;83;44;"5";"+";"no";"no";"ЕSP8266";"NO;";"Нет";"2018-04-17"
"PLC_Bosch_6";"";145550112;49;27;70;4987;70;-1153;86;64;"5";"NO;";"апр";"-";"ESP32";"-";"no";"2019-01-30"
"Iot_OSISoftIoT_22";"";14771927;13;7;79;1041;47;-1610;92;93;"5";"";"Да";"Нет";",";"NO";"No Information";"2018-06-03"
"PLC_FanucIoT_16";"Place:2";473413207;45;28;88;9674;52;-546;56;24;"220";"
";"
";"No Information";"ESP32";"no";"Да";"2019-05-08"
"Iot_XDK Bosch:17";"Station.3";217659604;14;37;63;1923;35;-1237;25;26;"220";"-";"NO;";"no";"STM";"NO";"no info";"2018-03-22"
"u_SensXiom_22";"Place:28";488653969;15;48;63;8041;85;3012;86;64;"220";"";"нет";"No information";""""",";"1";"0";"2018-05-30"
"PLCNewGenIoT_8";"Workshop10";478053269;15;50;34;9554;86;-2401;94;71;"5";"
";"no info";"yes";";";"Да";"yes";"2020-08-14"
"PLC_CNC:12";"Department-28";44428818;42;40;82;8384;57;1290;25;30;"5";"yes";"Нет";"no";"STM";"--";"yes";"2018-01-23"
"CustomerGPDI51#1";"";610109432;39;18;54;2529;88;-1296;52;97;"3";"";"ЂСЏР¶Рµ";"No Information";";";"no info";"да";"2020-08-25"
"CustomerOSISoftIoT_14";"Station13";275042383;13;26;71;7819;65;2058;53;57;"3";"";"1";"No Information";"ESP8266";"1";"No information";"2018-05-27"
"Iot_Fanuc6";"";64725076;18;41;82;4128;20;1555;29;85;"5";"Нет";"No information";"N/I";"STM32";"-";"-";"2020-04-25"
"Iot_CISS Bosch-11";"Workshop_42";151901690;32;40;81;108;66;2735;38;40;"3";" ";"Да";"апр";"STM";"нет";"-";"2020-03-12"
"PLCVersaIoT.23";"Department/23";188592389;5;17;60;1915;58;1830;46;27;"3";"апр";"no info";"+";"ESP ";"No information";"no";"2018-08-31"
"PLCIoT-23";"";733972962;23;48;91;4317;39;-2037;63;40;"3";"No information";"no";"0";";";"0";"Да";"2017-11-06"
"Customer.5";"Station20";767945809;32;21;52;7652;39;847;31;97;"3";"Да";"апр";"0";"STM";" ";"--";"2017-12-17"
"u_VersaIoT#21";"";877938597;49;36;80;6352;87;-3098;83;28;"3";"нет";"no info";"нет";"ESP32";"NO";"нет";"2019-07-17"
"Iot_FanucIoT/14";"";724772986;27;23;89;3381;63;-2961;40;79;"5";"yes";"no";"No information";"STM";"No Information";"+";"2020-03-12"
"machineOSISoftIoT/10";"";349614756;2;46;78;7675;43;1695;58;86;"220";"апр";"no info";"N/I";"STM32";"no";"--";"2020-10-18"
"CustomerIoT_5";"Department_35";67439766;25;6;61;4792;62;483;57;37;"3";"no info";"ЂСЏР¶Рµ";"0";"ESP ";"да";"
";"2020-05-18"
"Iot_GPDI51:18";"";882751832;33;15;97;6854;89;1849;81;67;"3";"";"+";"ЂСЏР¶Рµ";"ESP8266";"NO;";"
";"2019-11-27"
"u_IoT/5";"Department22";484116393;3;34;53;4304;83;2474;70;38;"3";"No Information";"
";"N/I";"ESP ";"-";" ";"2020-10-03"
"Iot_IoTSiemens_20";"Place/32";14078137;4;2;77;2128;89;366;35;97;"220";"N/I";"да";"да";",";"yes";"no info";"2018-04-11"
"PLCBosch13";"Station_39";717401180;31;7;84;4267;43;-1957;60;43;"5";"yes";"0";"да";"ЕSP8266";"ЂСЏР¶Рµ";"No information";"2019-10-31"
"PLCXDK Bosch#6";"";115765828;21;12;85;3783;88;-2084;32;25;"3";"";"no info";"1";""""",";"--";"NO;";"2020-03-14"
"PLCIoT18";"Workshop-19";23044821;9;46;87;177;85;-2145;95;76;"5";"апр";"NO;";"нет";"STM32";"1";"no";"2019-04-19"
"CustomerFestoR267_15";"Workshop.31";174704642;36;36;98;1610;71;-650;95;81;"3";"";"no info";"+";"ЕSP8266";"YES";"N/I";"2019-04-12"
"machineFanucIoT17";"Department.22";520772981;33;13;35;431;84;-1928;48;55;"5";"yes";"no info";"no info";"ESP ";"YES";"+";"2018-03-27"
"Iot_VersaIoT3";"Station33";629252100;11;26;74;5125;30;2040;45;83;"3";"no";"да";"NO";";";"NO;";"No Information";"2020-09-26"
"Iot_Fanuc:19";"Room31";181471084;35;39;58;1466;98;1267;45;70;"5";"ЂСЏР¶Рµ";"yes";"No information";"ESP ";"Нет";"да";"2017-11-03"
"machineIoTSiemens:6";"Place:16";464651607;48;8;32;3213;39;69;65;25;"3";"нет";"NO;";"Да";""""",";"No Information";"no info";"2018-11-06"
"PLCFestoR267/20";"Place26";221627802;20;38;72;5842;23;-298;66;27;"3";"";"--";"yes";";";"No Information";"N/I";"2018-10-14"
"machine.22";"Station-2";761937828;1;36;32;1695;90;-208;94;94;"220";"ЂСЏР¶Рµ";"да";"no";"ESP32";"yes";"NO";"2019-12-09"
"PLC_5";"Station_7";741955749;10;-1;83;2415;39;417;55;52;"3";"no info";"да";"NO;";"STM";"+";"yes";"2019-02-22"
"CustomerXDK17";"";595722488;21;24;30;9917;60;-2876;64;41;"5";"";"апр";"YES";"STM32";"yes";"0";"2018-12-27"
"PLC_OSISoftIoT15";"Station8";852135362;49;41;69;1848;79;540;34;21;"5";"NO;";"1";" ";"ЕSP8266";"No Information";"ЂСЏР¶Рµ";"2018-10-10"
"Iot_IoT16";"";3559831;43;30;94;904;100;-1306;76;98;"5";"YES";"+";"
";""""",";"-";"no info";"2017-11-09"
"PLCIoT1";"Workshop13";832501882;4;42;83;5190;22;1653;43;69;"5";"0";"YES";"нет";",";"+";"1";"2019-12-05"
"PLCFanucIoT-20";"Station:40";199026601;32;-2;79;4622;76;-2338;26;44;"5";"";"1";"No information";"ESP ";"+";"no";"2019-05-01"
"PLC_NewGenIoT5";"Station_5";765368767;32;28;79;7608;43;-132;59;43;"5";"YES";"
";"NO;";"ЕSP8266";"no";"no info";"2019-12-26"
"machineVersaIoT:12";"Workshop_37";39126933;12;39;48;8655;93;-1742;81;52;"3";"нет";"NO;";"Нет";""""",";" ";"Нет";"2019-04-09"
"CustomerBosch#12";"Room-35";285196116;43;47;37;9594;22;502;92;53;"220";"";"+";"
";"ESP8266";"+";"ЂСЏР¶Рµ";"2018-03-18"
"machineGPDI51#1";"";658361252;19;18;39;3947;64;298;70;88;"3";"нет";"No information";"No information";";";"0";"N/I";"2018-02-24"
"Iot_/3";"";805664704;24;5;42;6849;28;-1411;77;51;"3";"нет";"да";"+";"ESP ";"
";"No Information";"2019-02-12"
"u_NewGenIoT#13";"Workshop15";754042195;47;39;47;3077;22;-70;72;67;"5";"Да";"-";"No information";"ЕSP8266";"да";"--";"2020-04-05"
"PLC_:23";"Department/31";780655707;19;45;56;7138;60;-2501;54;91;"3";"апр";"N/I";"no info";""""",";"NO";"Нет";"2019-08-14"
"PLC_-12";"";259886809;24;5;98;8378;89;-866;100;69;"3";"-";"0";"no";",";"YES";"-";"2018-10-13"
"PLC_Bosch.21";"Station:29";139489556;10;47;94;5914;85;-1638;31;20;"220";"";"yes";"NO";"ЕSP8266";"no";"No Information";"2019-05-20"
"PLCIoTSiemens#20";"Place/9";238625794;23;11;52;8873;58;2879;59;48;"5";"";"1";"
";"ЕSP8266";"-";"No Information";"2019-06-11"
"PLC_IoTSiemens-9";"Room:23";488771027;8;45;53;6595;26;3044;42;55;"5";"";"NO;";"NO;";""""",";"yes";"No information";"2018-06-09"
"u_IoT#16";"";81217690;40;37;89;9530;26;-428;51;89;"5";"";"1";"yes";""""",";"-";"нет";"2018-10-21"
"u_Festo/5";"Station30";709878555;41;42;83;8325;24;-1376;59;90;"5";"";"no info";"да";"STM32";"ЂСЏР¶Рµ";"ЂСЏР¶Рµ";"2019-01-17"
"PLC_NewGenIoT:17";"";297953126;32;0;75;4304;38;1253;62;21;"220";"no";"нет";"да";"ESP8266";"да";"yes";"2018-09-01"
"PLC_NewGenIoT14";"";739960983;27;33;47;8755;79;2883;28;25;"5";"0";"-";"-";"STM32";"no";"-";"2019-11-13"
"u_IoTSiemens#6";"";126467947;2;35;32;5609;47;-958;97;77;"220";"No information";"No information";"No information";"ЕSP8266";"no";"Да";"2020-08-17"
"CustomerIoT16";"Station/14";529189876;22;13;34;1716;66;2122;70;43;"5";"";"Нет";"no";"STM32";"да";"
";"2019-05-07"
"machineNewGenIoT_17";"Room#7";774787624;27;42;72;9490;30;-2176;35;46;"3";"No information";"yes";"NO";"ESP8266";"
";"
";"2019-01-09"
"PLCFestoR267:5";"";766001065;16;0;68;3511;61;-104;33;55;"3";"";"+";"No information";"ЕSP8266";"1";"нет";"2019-06-16"
"machineSensXiom17";"";532949675;17;36;64;402;50;-491;52;94;"220";"";"YES";"Нет";"STM32";"да";"
";"2020-06-04"
"u_SensXiom15";"";687953596;36;27;26;2608;73;-1339;74;100;"5";"no info";"No Information";"no";"STM32";"No Information";"нет";"2018-05-15"
"Iot_CISS Bosch#3";"Station_40";553670726;44;25;53;426;73;3000;85;88;"5";"";"No Information";"да";"ESP ";"--";" ";"2018-04-30"
"CustomerFanucIoT-20";"Place_13";667885164;48;43;28;9186;28;2240;39;83;"220";"";"No Information";"нет";"ESP ";"апр";"нет";"2019-07-12"
"Iot_SensXiom1";"Station_17";46888450;15;2;86;8875;17;-8;73;18;"5";"нет";"+";"Нет";";";"N/I";"нет";"2019-05-01"
"CustomerIoT-14";"Station3";513098818;3;42;69;7451;18;1987;23;50;"5";"+";"no";"yes";"STM32";"Да";"no info";"2019-12-13"
"u_OSISoftIoT#21";"";145437092;12;3;55;1453;74;2216;39;38;"3";"";"0";"yes";"ESP8266";"1";"+";"2019-10-28"
"PLC_CNC9";"Room/27";9611431;30;45;53;1124;66;-2646;25;52;"220";"
";"апр";"-";"ESP32";"ЂСЏР¶Рµ";"N/I";"2018-10-17"
"machineXDK Bosch:1";"Place-7";756429922;11;33;50;874;78;-1183;50;33;"5";"";"yes";"-";";";"
";"--";"2020-08-11"
"Iot_FestoR267/6";"Station-24";95670009;24;43;44;3586;55;-444;50;85;"5";"ЂСЏР¶Рµ";"+";"нет";"ESP ";" ";" ";"2019-05-30"
"machineIoT/13";"Department:7";389462409;29;29;70;2728;71;272;41;45;"5";"
";"ЂСЏР¶Рµ";"NO;";"STM32";"NO;";"NO;";"2020-07-05"
"machineCNC#21";"";702720049;29;49;25;4433;19;2278;21;99;"3";"";"NO";"-";"ESP32";"--";"апр";"2019-05-07"
"PLCGPDI51#17";"Station/11";83967224;28;7;80;4085;23;1342;52;51;"220";"";"YES";"да";"ЕSP8266";"Да";"Нет";"2019-08-28"
"PLCIoT15";"Room/29";821281777;5;42;35;4691;71;-669;26;79;"5";"+";"N/I";"-";",";"нет";"NO";"2018-12-31"
"machineBosch/4";"";343206302;15;20;69;2588;17;1924;45;80;"3";"";"ЂСЏР¶Рµ";"N/I";";";"yes";"N/I";"2019-05-08"
"PLC_Festo22";"Department:31";194129110;19;18;43;6041;30;2016;66;18;"5";"";"1";"
";"ЕSP8266";"no info";"NO";"2019-07-11"
"PLCBosch:21";"";51665627;45;-1;80;5335;22;1442;60;100;"5";"";"yes";"0";""""",";"нет";"NO;";"2019-01-09"
"CustomerFanucIoT.12";"Station.20";550949594;9;33;93;934;25;2397;61;73;"220";"";"0";"-";",";"--";"no info";"2018-04-08"
"CustomerIoTSiemens15";"Place16";798192267;15;14;55;7969;32;337;61;58;"3";"";"Нет";"yes";",";"
";"NO";"2019-11-11"
"PLC_Siemens/18";"Station13";806110538;19;22;71;413;96;2627;50;74;"5";"yes";"YES";"Нет";"ESP8266";"да";"yes";"2019-01-22"
"Iot_NewGenIoT7";"";247839578;49;19;74;6825;57;-1379;18;73;"220";"No Information";"no";"yes";"ЕSP8266";"Да";"NO;";"2018-05-02"
"PLCVersaIoT#21";"";137385031;36;7;72;6597;44;750;52;84;"5";"0";"--";"-";"STM32";"NO";"апр";"2019-09-19"
"PLC_IoT#22";"Department36";191680108;34;28;90;5332;18;351;46;79;"3";"-";"N/I";" ";"ESP ";"1";"нет";"2018-06-23"
"CustomerFestoR267/4";"Station:25";15026997;43;12;90;5229;98;990;72;23;"5";"YES";"N/I";"NO;";"ESP8266";"no";"-";"2019-04-14"
"machineBosch_23";"";222190833;47;49;29;8108;70;1679;38;44;"5";"No information";" ";"1";",";"Нет";"--";"2018-11-09"
"PLC:6";"";692113241;47;50;60;1363;50;-500;60;47;"5";"нет";"No Information";"нет";"ESP32";"N/I";"NO";"2018-08-13"
"u_IoT-7";"Place#25";644387163;2;41;97;2593;77;1087;35;53;"3";"yes";"--";"YES";""""",";"Нет";"no info";"2019-04-05"
"PLCIIoT-5";"";894204558;46;27;35;4294;20;3067;28;49;"5";"";"NO";"Да";"ESP ";"Да";"NO;";"2019-12-11"
"PLCIoTSiemens.2";"Station:26";160970697;9;12;92;3517;53;-2789;19;53;"5";"";"No information";"N/I";"STM";"апр";"нет";"2018-10-17"
"PLC_XDK Bosch#5";"Workshop.6";571662919;25;47;84;9403;91;-2660;46;41;"3";"";"
";"No information";"ESP32";"-";" ";"2018-04-15"
"PLCCISS Bosch#7";"";552739954;42;38;78;3362;67;3067;100;38;"5";"--";"YES";"+";"STM";"Да";"no";"2020-09-19"
"PLCCNC13";"Station:9";456959936;17;-1;63;2514;28;-2477;46;68;"5";"no";"YES";"no";";";"
";"да";"2019-06-15"
"CustomerFanucIoT.17";"";281202090;38;49;71;5092;94;15;100;81;"5";"";"Нет";"NO";"STM";"no";"NO";"2019-06-22"
"PLCVersaIoT:3";"Department6";220620619;49;20;59;2345;96;548;43;40;"3";"да";"
";"Нет";"ЕSP8266";"NO";"Нет";"2019-10-19"
"machineNewGenIoT#3";"Room25";535692203;11;26;45;9329;82;-2182;43;98;"3";"";"нет";"No information";"ESP32";"--";"No Information";"2020-01-02"
"CustomerCNC.3";"Room.36";241923776;5;3;32;8641;23;-2802;68;38;"5";"Нет";"+";"NO;";"ESP32";"да";"Да";"2019-10-14"
"PLC_-21";"";671614218;16;22;69;2767;53;546;83;55;"5";"-";"N/I";"+";"ESP ";"NO";"N/I";"2020-03-24"
"PLC_Fanuc/20";"Workshop31";361041065;41;45;54;2915;42;336;91;45;"3";"no";"
";"Да";"ESP8266";"нет";"No Information";"2020-06-13"
"u_Festo.17";"Place/27";273087296;9;9;26;5445;30;-1866;36;49;"5";"0";"N/I";"No information";"STM";"+";"нет";"2018-10-04"
"u_IIoT11";"Station.19";845595174;44;31;36;1873;73;-978;50;92;"3";"";"да";"no";""""",";"да";"No information";"2020-09-10"
"Iot_OSISoftIoT_3";"Station:22";826591715;31;38;49;1068;41;698;50;69;"5";"0";"--";"ЂСЏР¶Рµ";"ЕSP8266";" ";"-";"2019-07-09"
"PLC_XDK/13";"";524094414;14;39;48;1163;59;-662;20;36;"5";"";"No information";"Нет";"ESP32";"+";"ЂСЏР¶Рµ";"2019-12-16"
"Iot_SensXiom.21";"";16264280;14;-2;59;8101;72;-875;93;94;"220";"";"no";"--";"ESP32";"No Information";"нет";"2019-02-22"
"PLC_XDK.14";"";356463254;7;8;55;8937;46;238;98;53;"220";"";"да";"апр";"STM";"NO";"--";"2019-11-22"
"CustomerIIoT19";"Room/6";234629505;19;6;29;3415;75;-2781;87;97;"220";"NO;";"NO;";"NO;";"ESP ";"--";"NO";"2018-10-23"
"u_IoT19";"Department13";851651859;38;0;33;2185;18;655;57;75;"5";"";"1";"NO;";""""",";"NO;";"NO";"2019-02-27"
"PLCXDK_18";"Department29";54947031;26;23;90;9611;41;-1490;60;60;"3";"1";"No information";"+";"ESP32";"-";"No information";"2020-01-09"
"PLC_NewGenIoT8";"";415665757;40;11;74;6723;86;-2928;54;90;"3";"no info";"Нет";"No information";",";"апр";"апр";"2020-09-23"
"Iot_CISS Bosch:20";"";827541311;23;19;31;3143;23;1619;69;78;"3";"no";"yes";"No Information";"ESP32";"NO";"Нет";"2017-10-29"
"PLC_SensXiom12";"";779046580;45;27;82;3738;97;193;49;26;"3";"апр";"no";"ЂСЏР¶Рµ";"ESP32";"yes";" ";"2018-03-18"
"PLCVersaIoT22";"";208434217;46;6;95;3275;88;-286;99;42;"5";"N/I";" ";"нет";",";"NO;";"нет";"2019-10-29"
"PLC_CISS Bosch2";"Workshop.17";849958031;13;34;60;7735;100;1508;93;80;"5";"да";"No Information";"да";"ESP ";"No Information";"нет";"2019-03-03"
"CustomerCNC_1";"Room:5";740926414;30;8;31;1746;68;163;94;66;"3";"+";"No information";"no info";"ESP8266";"ЂСЏР¶Рµ";"--";"2019-07-01"
"machineSensXiom/1";"Department.14";43961302;30;36;87;6980;67;-483;81;86;"3";"yes";"апр";" ";""""",";"no";"-";"2018-10-15"
"u_SensXiom#7";"Station_5";179958798;43;9;100;4485;89;1314;39;41;"3";"";"1";"no";"ЕSP8266";"NO";"--";"2019-08-28"
"machineFesto21";"Room.41";285628115;42;23;25;6690;67;454;41;23;"3";"-";"апр";"+";""""",";"да";"нет";"2018-01-10"
"PLC_Festo16";"Workshop5";223190394;47;16;93;4511;56;1148;53;55;"5";"NO;";"апр";"no";",";"Да";"ЂСЏР¶Рµ";"2020-04-07"
"PLCSiemens_18";"";667400535;21;48;33;4140;24;-536;45;35;"5";"N/I";"ЂСЏР¶Рµ";"0";"ESP8266";"NO";"да";"2017-12-28"
"PLCCNC.14";"Station-19";133982205;37;33;89;1265;32;2286;48;42;"220";"";"no";"no info";";";"да";"+";"2019-07-20"
"PLC_IIoT6";"Department#39";311608707;42;40;62;4222;68;-1694;94;79;"220";" ";"NO";"No information";",";"no";"--";"2018-03-21"
"machineBosch_10";"";180673558;28;-3;95;7982;62;1009;40;77;"220";"1";"ЂСЏР¶Рµ";"
";"ESP8266";"0";"--";"2018-12-10"
"machineIoT:16";"Room.30";338419580;35;5;97;1567;18;15;100;84;"3";"-";"no info";"1";",";"Нет";"Нет";"2018-09-03"
"PLCIIoT.2";"Place-25";823263063;42;36;50;3719;60;803;42;20;"5";"";"no";"yes";"STM";"No Information";"+";"2019-03-18"
"Iot_OSISoftIoT19";"Place.2";128760928;39;18;68;6000;70;-2274;87;85;"5";"";"yes";"
";"ESP8266";"Нет";"-";"2018-07-31"
"u_OSISoftIoT1";"Workshop:4";571085707;15;49;54;3638;97;649;29;57;"220";"--";"ЂСЏР¶Рµ";" ";"ESP ";"NO;";"No Information";"2018-04-20"
"Iot_SensXiom_7";"Workshop-20";60432193;48;37;84;2310;60;234;71;68;"5";"";"yes";"1";"ESP ";"No Information";"1";"2018-08-03"
"machineXDK Bosch10";"";94118064;39;24;41;7493;49;-246;95;84;"3";"yes";"--";"да";"ЕSP8266";"да";"yes";"2020-10-16"
"u_Siemens:16";"Station:33";597971246;13;14;33;2218;84;2032;100;99;"3";"";"no";"NO;";";";"да";"-";"2019-05-15"
"Customer14";"";379363384;11;12;41;1450;42;-2282;25;60;"3";"апр";"да";"нет";";";"yes";"--";"2017-12-09"
"CustomerVersaIoT:11";"Place:11";388925740;49;43;62;1660;81;2302;96;93;"3";"";"NO;";"No Information";"STM32";" ";"Да";"2018-10-25"
"u_Bosch/16";"Department/25";149272290;30;7;60;648;55;-1601;38;68;"5";"-";"0";"0";"ESP32";"0";"N/I";"2018-01-02"
"CustomerXDK6";"Department/40";166120612;26;28;90;8927;30;-2550;18;92;"5";"";"Нет";"YES";"ESP ";"yes";"N/I";"2017-11-08"
"PLCVersaIoT:6";"";402983965;42;41;38;6494;85;1931;38;53;"220";"yes";"+";"0";"ЕSP8266";"--";"0";"2019-06-13"
"u_SensXiom/7";"Place29";226629290;36;44;91;9393;56;2800;74;18;"3";"";"NO;";"N/I";",";"Нет";"no info";"2020-02-04"
"u_GPDI512";"Department-30";497168833;38;34;58;7053;51;-1330;43;57;"220";"";"no info";"yes";""""",";"No information";"YES";"2017-11-03"
"Iot_XDK Bosch-21";"Station37";364232124;33;41;60;3983;63;-582;83;77;"3";"--";"yes";"yes";"STM32";"да";"нет";"2018-05-16"
"CustomerGPDI51/17";"";880605595;42;30;83;8837;91;888;73;99;"5";"";"да";"-";""""",";"-";"+";"2018-04-25"
"PLC_Siemens:20";"";46310907;34;6;85;8685;49;-70;49;65;"3";"апр";"yes";"Нет";";";"1";"апр";"2020-05-23"
"CustomerVersaIoT/1";"Place:25";707754262;42;-2;58;2529;40;-2571;100;50;"220";"";"no";"no";";";"NO;";"N/I";"2020-05-25"
"u_Bosch.18";"";290278596;19;5;83;2350;38;3003;31;88;"3";"";"апр";"No information";";";"Да";"апр";"2018-09-01"
"u_Festo:5";"";503078032;45;17;49;5897;22;257;32;17;"3";"YES";"No Information";"no";",";"-";"NO;";"2018-03-02"
"PLC_IoT/16";"Room:26";508014863;5;5;36;7745;18;-263;81;62;"5";"
";"no";"-";"STM";"No Information";"--";"2019-10-21"
"PLC_Fanuc-2";"";776999193;28;49;36;8108;77;-3001;66;99;"220";"yes";"апр";"--";"ESP32";"Да";"no";"2018-08-30"
"Iot_Fanuc.23";"Place#41";306148159;38;46;43;1110;63;-945;89;81;"5";"NO;";"No information";"Нет";";";"No information";"--";"2017-10-29"
